1	4504.122
2	623.9831
3	548.1702
4	9025.9761
5	51.7698
6	7325.9865
7	8510.4003
8	1550.6231
9	45.0013
10	10362.96
11	4960.7712
12	5834.182
13	8970.4049
14	483.511
15	2934.2961
16	10048.7443
17	9425.3664
18	10099.4921
19	8354.1921
20	9244.4884
21	10563.1562
22	7895.9691
23	9252.3139
24	8736.4644
25	5409.9618
26	8687.3447
27	4277.2912
28	-22043.1768
29	8363.5099
30	9280.5284
31	5795.3779
32	11373.7023
33	13649.0629
34	4445.2798
35	9318.7779
36	6157.0468
37	10980.3487
38	6720.13
39	9391.9973
40	9882.2895
41	9498.2135
42	10220.472
43	10819.6757
44	7671.1204
45	4223.903
46	10460.8923
47	8038.9475
48	4476.9459
49	5759.6967
50	10320.8177
51	6542.9189
52	11191.94
53	10163.476
54	8331.2477
55	7596.6679
56	12439.1129
57	10143.6024
58	10719.1537
59	12538.3968
60	9013.1223
61	9777.114
62	-323621.0226
63	3835.7368
64	6527.5047
65	1965.5518
66	3334.829
67	8242.3172
68	9288.8198
69	8742.648
70	1751.6788
