1	4353.6459
2	592.4171
3	538.9669
4	9005.5292
5	50.3621
6	7291.6405
7	8494.3424
8	1507.774
9	43.4813
10	10352.9208
11	4831.5637
12	5780.7182
13	8952.5407
14	479.7588
15	2933.2459
16	10047.3009
17	9345.6883
18	10064.1094
19	8339.949
20	9230.4571
21	10556.8195
22	7870.6119
23	9224.9608
24	8709.6839
25	5371.1116
26	8668.1924
27	4244.348
28	-22217.5917
29	8144.8128
30	9185.7981
31	5694.885
32	11368.1946
33	13647.0481
34	4389.8877
35	9297.2223
36	5902.169
37	10976.418
38	6673.3552
39	9350.0186
40	9886.2942
41	9473.2488
42	10207.7997
43	10804.9316
44	7636.4735
45	4136.6181
46	10475.2106
47	8022.2826
48	3974.584
49	5629.2955
50	10297.7334
51	6429.3821
52	11181.4597
53	10155.7106
54	8304.2759
55	7545.4753
56	12428.7566
57	10125.7103
58	10686.2914
59	12537.0609
60	9007.0603
61	9766.8778
62	-323912.0276
63	3688.0892
64	6441.0467
65	1844.1824
66	3256.8608
67	8150.5529
68	9240.6649
69	8703.9405
70	1615.9774
